source,target,link_type,weight,source_type,source_country,target_type,target_country
Gabrielle Wright,Ashley Boyer,family_relationship,0.89207894,person,Country_271835,person,Country_271835
Gabrielle Wright,Darin Taylor,family_relationship,0.88111603,person,Country_271835,person,Country_271835
Gabrielle Wright,Larry Cisneros,family_relationship,0.90920943,person,Country_271835,person,Country_271835
Gabrielle Wright,Michael Evans,family_relationship,0.8569109,person,Country_271835,person,Country_271835
Erika Carter,Ashley Boyer,family_relationship,0.81658643,person,Country_271835,person,Country_271835
Erika Carter,Larry Cisneros,family_relationship,0.83310896,person,Country_271835,person,Country_271835
James Johnson,Dennis Payne,family_relationship,0.817223,person,Country_271835,person,Country_271835
James Johnson,Ashley Boyer,family_relationship,0.8466674,person,Country_271835,person,Country_271835
James Johnson,Darin Taylor,family_relationship,0.82724977,person,Country_271835,person,Country_271835
James Johnson,Larry Cisneros,family_relationship,0.85993886,person,Country_271835,person,Country_271835
Brandi Johnson,James Patterson,family_relationship,0.8322866,person,Country_271835,person,Country_271835
Brandi Johnson,Jon Johnson,family_relationship,0.81296706,person,Country_271835,person,Country_271835
Brandi Johnson,Ashley Boyer,family_relationship,0.8981635,person,Country_271835,person,Country_271835
Brandi Johnson,Darin Taylor,family_relationship,0.8870526,person,Country_271835,person,Country_271835
Brandi Johnson,Larry Cisneros,family_relationship,0.91379094,person,Country_271835,person,Country_271835
Brandi Johnson,Andrea White,family_relationship,0.80721337,person,Country_271835,person,Country_271835
Brandi Johnson,Michael Evans,family_relationship,0.8632847,person,Country_271835,person,Country_271835
Storm,SeaSpray Wave SRL Solutions,membership,0.91288066,event,,,
HMS,John Campbell,membership,0.84277385,vessel,,person,Country_271835
Diane Forbes,Dawn Robinson,family_relationship,0.88088804,person,Country_271835,person,Country_271835
Diane Forbes,979893388,membership,0.8604429,person,Country_271835,organization,
Dawn Robinson,979893388,membership,0.8768208,person,Country_271835,organization,
19285,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,membership,0.8790664,organization,,location,
19285,Playa del Cielo  Marine,membership,0.83371717,organization,,company,Country_271835
19285,99,membership,0.83672917,organization,,organization,
19285,912077,membership,0.8287287,organization,,political_organization,
19285,8832615,membership,0.85210854,organization,,organization,
19285,4356,partnership,0.9261778,organization,,organization,
19285,Scott Day,partnership,0.8613316,organization,,person,Oceanus
19285,Colin Hunter,family_relationship,0.8593746,organization,,person,Country_271835
19285,Ancla Azul Company Solutions,membership,0.9220109,organization,,,
19285,Mar del Oeste Pic,membership,0.8450602,organization,,company,Vesperlandia
19285,903311212,ownership,0.8762348,organization,,organization,
Eric Roman,Amanda Mckenzie,family_relationship,0.8444273,person,Country_271835,person,Oceanus
Eric Roman,png xi  Line,ownership,0.94944054,person,Country_271835,company,Country_628643
1f8c20da-5f20-4116-907a-a653089bb8a0,months,membership,0.83128256,location,,movement,
1f8c20da-5f20-4116-907a-a653089bb8a0,19285,membership,0.80466497,location,,organization,
8832615,4356,membership,0.9185203,organization,,organization,
5199,Richard Greer,ownership,0.9255605,organization,,person,Country_271835
5199,âoverwhelmedâ,ownership,0.9267104,organization,,,
Rachel Campbell,Pinduoduoâs,partnership,0.8236419,person,Country_271835,,
Gregory Marsh,Sarah Allen,family_relationship,0.86850864,person,Country_271835,person,Country_271835
Gregory Marsh,Richard Perkins,family_relationship,0.81113917,person,Country_271835,person,Oceanus
Sarah Allen,Brittney Rice,family_relationship,0.8592668,person,Country_271835,person,Country_271835
Sarah Allen,4962642,membership,0.83005977,person,Country_271835,organization,
Sarah Allen,Ashley Long,family_relationship,0.95421654,person,Country_271835,person,Country_271835
Brittney Rice,Ashley Long,family_relationship,0.9361083,person,Country_271835,person,Country_271835
419,McGovern BBB,partnership,0.9238785,organization,,,
419,4962642,partnership,0.88481086,organization,,organization,
577a9358-a718-4d90-a90e-88f88c58160d,7023,membership,0.8415461,location,,political_organization,
577a9358-a718-4d90-a90e-88f88c58160d,da75877e-ec57-42cc-82b9-de68c8d333e7,family_relationship,0.82761425,location,,location,
577a9358-a718-4d90-a90e-88f88c58160d,Faroe Islands Shrimp Shark,family_relationship,0.8555956,location,,company,Rio Isla
577a9358-a718-4d90-a90e-88f88c58160d,Sonia Fisheries Pvt,membership,0.8370731,location,,,
577a9358-a718-4d90-a90e-88f88c58160d,Playa del Cielo Kga,membership,1.76726816,location,,company,Rio Isla
17de5508-cf65-4e04-9bdd-acba951afe7a,Tiao piao AG Delivery,membership,0.87194145,location,,company,Helvoris
17de5508-cf65-4e04-9bdd-acba951afe7a,Okavango Delta Seaside Limited Liability Company Logistics,ownership,0.81570107,location,,,
17de5508-cf65-4e04-9bdd-acba951afe7a,ROBYN BECK,ownership,0.90234315,location,,,
33210,Tiao piao AG Delivery,membership,0.80342376,organization,,company,Helvoris
33210,ca87f68d-1df8-4746-a8af-8d810f49e783,ownership,0.81680304,organization,,location,
88d63621-4f58-4c7e-a02d-589cefb3a6be,Diane Young,membership,0.88962144,location,,person,Country_271835
88d63621-4f58-4c7e-a02d-589cefb3a6be,Traci Elliott,membership,0.9203037,location,,person,Country_271835
Diane Young,Traci Elliott,family_relationship,0.8947755,person,Country_271835,person,Country_271835
hi xng BV Carriers,341411,partnership,0.84502345,company,Oceanus,organization,
Lucas Adams,Rebecca Jordan,family_relationship,0.8182265,person,Country_271835,person,Country_271835
Scott Day,âStuff,membership,0.88212943,person,Oceanus,event,
Scott Day,âDo,membership,0.87241167,person,Oceanus,,
b9faf7c4-f237-4112-91bd-71fa0cf8571a,135338,membership,0.8147397,location,,organization,
âStuff,âDo,membership,0.8420044,event,,,
Warren Schwartz,MAT,partnership,0.9487303,person,Country_271835,,
Warren Schwartz,828063,partnership,0.8418408,person,Country_271835,political_organization,
72092,34,ownership,0.89477795,organization,,organization,
72092,b605391a-2c84-4d59-98f0-d12fd185ec64,ownership,0.8500284,organization,,location,
72092,png xi  Line,partnership,0.8233399,organization,,company,Country_628643
72092,Ocean Fisheries Llc,partnership,0.82889235,organization,,,
Vessels,Angela Chang,partnership,0.952323,vessel,,person,Country_271835
Vessels,23f52980-e4f4-43da-ac02-9c1eef637751,partnership,0.8389208,vessel,,location,
511915273,April,ownership,0.93555444,organization,,event,
511915273,435,membership,0.8635827,organization,,organization,
511915273,5508215,ownership,0.88456875,organization,,organization,
511915273,b03a6fc7-507a-4328-9814-57561acb4fc6,ownership,0.89600724,organization,,location,
511915273,25777,membership,0.87872696,organization,,organization,
511915273,71608,ownership,0.8514777,organization,,organization,
511915273,63548588,ownership,0.86934894,organization,,organization,
511915273,Sonia Fisheries Pvt,ownership,0.8385762,organization,,,
511915273,Playa del Cielo Kga,ownership,0.85624033,organization,,company,Rio Isla
b03a6fc7-507a-4328-9814-57561acb4fc6,25777,membership,0.8487464,location,,organization,
b03a6fc7-507a-4328-9814-57561acb4fc6,71608,ownership,0.8095429,location,,organization,
b03a6fc7-507a-4328-9814-57561acb4fc6,63548588,ownership,0.8385622,location,,organization,
b03a6fc7-507a-4328-9814-57561acb4fc6,Playa del Cielo Kga,ownership,0.83435434,location,,company,Rio Isla
Martin Jones,Ocean Fisheries Llc,ownership,0.8819191,person,Country_271835,,
Martin Jones,903311212,membership,0.8592017,person,Country_271835,organization,
95850,Danny Walker,membership,0.8839562,organization,,person,Country_532332
95850,Paul Hoover,membership,0.9010858,organization,,person,Country_532332
Danny Walker,Paul Hoover,family_relationship,0.8190026,person,Country_532332,person,Country_532332
45310570,Aaron Cruz,membership,0.81267685,political_organization,,person,Country_271835
45310570,Martin Bryant,ownership,0.8883865,political_organization,,person,Country_271835
Aaron Cruz,Paul Hoover,family_relationship,0.89556694,person,Country_271835,person,Country_532332
598,928896ee-0c39-4b2c-aee6-910dc225513e,partnership,0.84250623,political_organization,,location,
598,Greek Sea Bream Limited Liability Company Transit,partnership,0.8737368,political_organization,,,
928896ee-0c39-4b2c-aee6-910dc225513e,Greek Sea Bream Limited Liability Company Transit,partnership,0.811106,location,,,
18139144-efbe-4540-8e65-fde29def1993,826749274,partnership,0.8399455,location,,organization,
18139144-efbe-4540-8e65-fde29def1993,West Bengal SRL Marine conservation,partnership,0.8578791,location,,,
753,David S.A. de C.V. Brothers,partnership,0.80216664,organization,,,
Chad Ruiz,png xi  Line,family_relationship,0.82941115,person,Country_271835,company,Country_628643
Chad Ruiz,SeaSpray Wave SRL Solutions,membership,0.81514436,person,Country_271835,,
687878,903311212,family_relationship,0.83503944,organization,,organization,
687878,Ocean Fisheries Llc,membership,0.8219053,organization,,,
368951,png xi  Line,membership,0.81284505,organization,,company,Country_628643
368951,Mar del Oeste Pic,membership,0.8078752,organization,,company,Vesperlandia
c0ce6d15-622b-42a3-b892-f5efe5b4d00c,SeaSpray Wave SRL Solutions,membership,0.87715274,location,,,
c0ce6d15-622b-42a3-b892-f5efe5b4d00c,Mar del Oeste Pic,membership,0.8680873,location,,company,Vesperlandia
a086a63d-19c7-4241-845a-f82c628d09a2,Brett Lee,membership,0.86037844,location,,person,Country_271835
a086a63d-19c7-4241-845a-f82c628d09a2,Ocean Fisheries Llc,ownership,0.8182828,location,,,
Noah Mitchell,Ocean Fisheries Llc,membership,0.8043811,person,Country_271835,,
Noah Mitchell,SeaSpray Wave SRL Solutions,membership,0.8074486,person,Country_271835,,
037acfda-0d33-4ce8-8907-fe7da3e27dff,SeaSpray Wave SRL Solutions,family_relationship,0.8169554,location,,,
7cc6a1fe-59b5-491c-8985-bf6d77836092,8084530,membership,0.9404702,location,,political_organization,
7cc6a1fe-59b5-491c-8985-bf6d77836092,ce8495cf-fe04-40b3-aaa2-d0bc29131f92,membership,0.9405519,location,,location,
8084530,ce8495cf-fe04-40b3-aaa2-d0bc29131f92,membership,0.93668115,political_organization,,location,
6071877,93ac5fec-5f52-4431-a3ff-91430a8062f6,family_relationship,0.8365317,organization,,location,
6071877,Barbara Mccarty,family_relationship,0.88685554,organization,,person,Country_271835
93ac5fec-5f52-4431-a3ff-91430a8062f6,Barbara Mccarty,family_relationship,0.8117921,location,,person,Country_271835
422,Playa de Coral Oyj International,partnership,0.86018735,organization,,,
753589537,Spanish Co & Son's,family_relationship,0.9026631,organization,,company,Country_984172
753589537,422,family_relationship,0.86444384,organization,,organization,
753589537,Playa de Coral Oyj International,partnership,0.80489165,organization,,,
Spanish Co & Son's,422,family_relationship,0.82928365,company,Country_984172,organization,
332bb88e-0a63-41e3-8a27-87795fd552e9,course years,membership,0.8604057,location,,event,
332bb88e-0a63-41e3-8a27-87795fd552e9,Mar del Oeste Pic,membership,0.86099994,location,,company,Vesperlandia
Portuguese Sardines GmbH & Co. KG Line,4396031,ownership,0.90128547,company,Country_271835,organization,
Portuguese Sardines GmbH & Co. KG Line,486,ownership,0.85941356,company,Country_271835,organization,
Portuguese Sardines GmbH & Co. KG Line,Trammellâs,ownership,0.9522846,company,Country_271835,,
Portuguese Sardines GmbH & Co. KG Line,2ade0908-d1c9-45de-9dbb-3dfec75d9317,membership,0.87592256,company,Country_271835,location,
Joshua Huang,Andhra Pradesh  S.A. de C.V.,membership,0.8696631,person,Country_271835,,
Joshua Huang,199442,ownership,0.87165695,person,Country_271835,organization,
3740,Lake Malawi SE Freight ,membership,0.8425373,organization,,,
440,Calvin Salas,partnership,0.8536375,organization,,person,Marebak
601882545,Playa de la Felicidad NV,membership,0.8340102,organization,,,
601882545,88651,family_relationship,0.9061913,organization,,organization,
William Taylor,Tony Patterson,family_relationship,0.8083254,person,Country_271835,person,Uzifrica
4294544a-9643-4cfd-97a0-ac656cb17e60,Lauren Jackson DDS,membership,0.9369775,location,,person,Country_271835
c495290e-2de7-487d-a139-f273c4974539,903311212,membership,0.8007054,location,,organization,
Amstel Inc,31368,ownership,0.88500637,,,organization,
Amstel Inc,âHelpâ,ownership,0.94376606,,,,
Amstel Inc,35829746,ownership,0.8039725,,,organization,
Amstel Inc,SeaSpray Wave SRL Solutions,ownership,0.84021664,,,,
Charlotte Lopez,âHelpâ,ownership,0.8141035,person,Country_271835,,
Charlotte Lopez,James Andrews,family_relationship,0.8050618,person,Country_271835,person,Country_271835
86034444,Ann Nelson,membership,0.8699345,organization,,person,Country_907876
Joshua Wright,Mary Harrington,family_relationship,0.81969935,person,Country_271835,person,Country_271835
Joshua Wright,âsleepy,family_relationship,0.81354284,person,Country_271835,,
Mary Harrington,âsleepy,ownership,0.8618266,person,Country_271835,,
67745773,Mary Harrington,family_relationship,0.92869383,political_organization,,person,Country_271835
67745773,âsleepy,family_relationship,0.9177854,political_organization,,,
214883455,Morgan Black,partnership,0.85628206,organization,,person,Country_271835
214883455,Ocean Fisheries Llc,ownership,0.86545396,organization,,,
Brett Moss,34,membership,0.82132274,person,Country_271835,organization,
Kagera River  GmbH & Co. KG Delivery,Sea Luxe Oceanography Kga Transportation,membership,0.91782695,company,Country_271835,,
Kagera River  GmbH & Co. KG Delivery,8503254,membership,0.86852366,company,Country_271835,organization,
dup16,Holly Donaldson,membership,0.89445084,,,person,Country_271835
c8026923-944a-4155-b2ec-e160135e0c47,29481,family_relationship,0.8432881,location,,organization,
c8026923-944a-4155-b2ec-e160135e0c47,SeaSpray Wave SRL Solutions,family_relationship,0.81908417,location,,,
58cf758d-a6f2-48ba-ac0c-89581ae6b4a5,Keith Webb,membership,0.914931,location,,person,Country_198078
313441257,Martin Bryant,ownership,0.90551955,organization,,person,Country_271835
222079892,740111283,ownership,0.8525531,organization,,organization,
2919,222079892,ownership,0.8794273,organization,,organization,
Dana Montes,222079892,ownership,0.83752054,person,Country_271835,organization,
1518,d0123474-8425-4ab0-90d5-175920158638,membership,0.8851809,organization,,location,
1518,64338295,partnership,,organization,,organization,
1518,81,ownership,0.8390981,organization,,organization,
9820523,6391,ownership,0.82937825,organization,,organization,
9820523,Bryce Chavez,family_relationship,0.83176535,organization,,person,Country_271835
90c3cb48-8060-4a55-804c-710044d19487,Brittany Rivers,ownership,0.94239527,location,,person,Country_271835
90c3cb48-8060-4a55-804c-710044d19487,2ed68d75-994e-43dd-b326-a2adfa540562,membership,0.82278746,location,,location,
90c3cb48-8060-4a55-804c-710044d19487,hours,ownership,0.8010194,location,,movement,
Michelle Evans,2ed68d75-994e-43dd-b326-a2adfa540562,membership,0.82086676,person,Country_271835,location,
Michelle Evans,hours,ownership,0.8140432,person,Country_271835,movement,
05d471b4-0e8c-4879-80b2-ef600220e09d,James Garcia,ownership,0.9261016,location,,person,Country_271835
05d471b4-0e8c-4879-80b2-ef600220e09d,Texasâ,ownership,0.8535879,location,,,
James Garcia,Texasâ,ownership,0.834434,person,Country_271835,,
805275,94361818,ownership,0.9386936,organization,,organization,
805275,Estrella del Sol LLC,family_relationship,0.8638332,organization,,company,Country_271835
805275,âEntirely,ownership,0.87535733,organization,,,
fcef975b-e382-4c81-8160-41bf9e5bf937,805275,ownership,0.8169739,location,,organization,
fcef975b-e382-4c81-8160-41bf9e5bf937,94361818,ownership,0.860386,location,,organization,
715490,Carlos White,partnership,0.86245435,organization,,person,Country_271835
14952,353642,ownership,0.81678253,organization,,organization,
14952,Ronald Gray,ownership,0.8428131,organization,,person,Country_193919
14952,âEQUIPMENTâ,ownership,0.90858173,organization,,,
353642,Ronald Gray,ownership,0.8807172,organization,,person,Country_193919
353642,Debbie Ayala,ownership,0.8470744,organization,,person,Country_928409
353642,âEQUIPMENTâ,ownership,0.9247008,organization,,,
Ronald Gray,âEQUIPMENTâ,ownership,0.8653951,person,Country_193919,,
Debbie Ayala,âEQUIPMENTâ,ownership,0.90995324,person,Country_928409,,
Terri Rodriguez,903311212,membership,1.8275074,person,Country_271835,organization,
6457,535955126,partnership,0.8379166,organization,,organization,
6457,8211361,partnership,0.82915,organization,,organization,
6513816,535955126,partnership,0.8179342,organization,,organization,
6513816,8211361,partnership,0.8167288,organization,,organization,
Scania Seafaring SRL Express,8211361,partnership,0.8634891,company,Country_271835,organization,
Estrella del Sol LLC,âEntirely,ownership,0.89947003,company,Country_271835,,
73470062,Kenneth Fox,ownership,0.8517934,political_organization,,person,Country_271835
âshabuâ,Rebecca Coleman,membership,0.87933445,,,person,Country_271835
868626239,573756802,membership,0.82141346,organization,,organization,
868626239,âshabuâ,membership,0.8967596,organization,,,
573756802,âshabuâ,membership,0.8810443,organization,,,
Margaret Hodges,SeaSpray Wave SRL Solutions,ownership,0.87664104,person,Country_271835,,
Margaret Hodges,SeaSpray Wave SRL Solutions,membership,0.8429752,person,Country_271835,,
Margaret Hodges,png xi  Line,partnership,0.8781569,person,Country_271835,company,Country_628643
Margaret Hodges,png xi  Line,membership,0.88074625,person,Country_271835,company,Country_628643
Margaret Hodges,Ocean Fisheries Llc,partnership,0.8606178,person,Country_271835,,
Margaret Hodges,Ocean Fisheries Llc,membership,1.7983504,person,Country_271835,,
Margaret Hodges,903311212,membership,0.87092316,person,Country_271835,organization,
Margaret Hodges,Mar del Oeste Pic,membership,0.911773,person,Country_271835,company,Vesperlandia
c2d2e029-6f38-4148-9079-15615103cea6,Rajasthan Limited Liability Company,membership,0.80140156,location,,company,Nalakond
c2d2e029-6f38-4148-9079-15615103cea6,186,membership,0.8711019,location,,organization,
812137,SeaSpray Wave SRL Solutions,family_relationship,0.80789405,organization,,,
5334,437212,partnership,0.8541318,organization,,organization,
35679,SeaSpray Wave SRL Solutions,membership,0.83154017,political_organization,,,
Diana Dawson,436460757,membership,0.8760324,person,Country_271835,political_organization,
Diana Dawson,Courtney Johnson,family_relationship,0.9138433,person,Country_271835,person,Marebak
Diana Dawson,011ad1ae-ae1b-4c74-9f58-c020e6a3e836,family_relationship,0.9638505,person,Country_271835,location,
Diana Dawson,Mary Clements,family_relationship,0.9479287,person,Country_271835,person,Country_271835
Diana Dawson,James Calhoun,family_relationship,0.9243356,person,Country_271835,person,Country_697428
Diana Dawson,Ocean Fisheries Llc,ownership,0.85931903,person,Country_271835,,
Diana Dawson,Mar del Oeste Pic,partnership,0.88786,person,Country_271835,company,Vesperlandia
Courtney Johnson,months,membership,0.89868945,person,Marebak,movement,
Courtney Johnson,353,membership,0.8591175,person,Marebak,organization,
Courtney Johnson,d2948905-9121-400b-905f-e449bf8ca35e,membership,0.8670377,person,Marebak,location,
Courtney Johnson,b8567859-bf54-49fd-8332-5775e19c65af,membership,0.8097444,person,Marebak,location,
Courtney Johnson,png xi  Line,membership,0.8303683,person,Marebak,company,Country_628643
613556,436460757,membership,0.84641635,organization,,political_organization,
353,Courtney Johnson,membership,0.8575263,organization,,person,Marebak
Aicrowe Biotech Co,0f952ad7-6ecb-472e-8a30-895501a0e8c8,membership,0.941871,,,location,
0f952ad7-6ecb-472e-8a30-895501a0e8c8,6980,partnership,0.8056517,location,,organization,
9507963,MeWe Vimeo,ownership,0.86084014,organization,,,
979294,Mar del Oeste Pic,membership,0.84055233,organization,,company,Vesperlandia
25222883,49729,membership,0.9447281,organization,,organization,
25222883,Gaosheng Biotechnology Co,membership,0.90948397,organization,,,
25222883,1094345,membership,0.908921,organization,,organization,
25222883,Courtney Johnson,membership,0.926551,organization,,person,Marebak
25222883,d2948905-9121-400b-905f-e449bf8ca35e,membership,0.9017618,organization,,location,
Gaosheng Biotechnology Co,1094345,membership,0.8663019,,,organization,
Gaosheng Biotechnology Co,Courtney Johnson,membership,0.8816051,,,person,Marebak
Gaosheng Biotechnology Co,d2948905-9121-400b-905f-e449bf8ca35e,membership,0.8489999,,,location,
AirPods,6 Ray LLC Enterprises,partnership,0.90100694,vessel,,,
64863263,Sonia Fisheries Pvt,membership,0.81215125,organization,,,
Danish Lobster Ltd. Liability Co,64863263,membership,0.8620549,company,Country_271835,organization,
Danish Lobster Ltd. Liability Co,Tamil Nadu S.p.A.,membership,0.8315281,company,Country_271835,,
Danish Lobster Ltd. Liability Co,ad8fe467-3759-4f53-bf6a-896a237d187f,membership,0.80504227,company,Country_271835,location,
Danish Lobster Ltd. Liability Co,Sonia Fisheries Pvt,membership,0.8895167,company,Country_271835,,
Danish Lobster Ltd. Liability Co,Rama Overseas,membership,0.80332226,company,Country_271835,,
076,979893388,family_relationship,0.8539176,,,organization,
076,Ocean Fisheries Llc,family_relationship,0.80057967,,,,
36868,vansâ,family_relationship,0.8361346,organization,,,
3127062,vansâ,family_relationship,0.8568194,organization,,,
3369,4382,partnership,0.90708804,organization,,organization,
30880,âDisastrousâ,family_relationship,0.8323447,organization,,,
30880,Mar del Oeste Pic,partnership,0.88533777,organization,,company,Vesperlandia
3d009ee1-0d95-4516-802f-8a5110bde01e,3129,membership,0.9391482,location,,organization,
3d009ee1-0d95-4516-802f-8a5110bde01e,6780,membership,0.9495875,location,,organization,
1303,23777,membership,0.8535301,organization,,organization,
1303,3d009ee1-0d95-4516-802f-8a5110bde01e,membership,0.8013063,organization,,location,
1303,3129,membership,0.91188323,organization,,organization,
1303,6780,membership,0.93730533,organization,,organization,
1303,heâs,membership,0.83117914,organization,,,
1303,ânoncitizen,membership,0.9168576,organization,,,
dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a,601e76fd-8517-4269-b976-2743987a49f3,membership,0.95310813,location,,location,
dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a,Norwegian Shrimp N.V. -,partnership,0.83538777,location,,,
dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a,67261634,partnership,0.90048844,location,,organization,
dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a,344,partnership,0.88336325,location,,organization,
601e76fd-8517-4269-b976-2743987a49f3,67261634,membership,0.8439261,location,,organization,
601e76fd-8517-4269-b976-2743987a49f3,344,partnership,0.81869537,location,,organization,
67261634,344,membership,0.81082577,organization,,organization,
ba0514a3-9c57-4b04-a7c5-89fc0463fdda,6780,membership,0.8646077,location,,organization,
60197861,3506021,partnership,0.8420712,organization,,organization,
8978,Ntaco,membership,0.932207,organization,,,
Travis Sparks,Deborah Porter DDS,family_relationship,0.8065531,person,Country_271835,person,Country_271835
Travis Sparks,505943,ownership,0.88477135,person,Country_271835,organization,
Deborah Porter DDS,505943,ownership,0.9348997,person,Country_271835,organization,
d4291c4b-873e-4830-b44a-85227fde3ee2,Amanda Clayton,membership,0.91940147,location,,person,Country_271835
d4291c4b-873e-4830-b44a-85227fde3ee2,Erica Parks,membership,0.94208366,location,,person,Country_271835
Amanda Clayton,Erica Parks,family_relationship,0.8913205,person,Country_271835,person,Country_271835
70720996,95291001,family_relationship,0.83966136,organization,,organization,
70720996,Sonia Fisheries Pvt,family_relationship,0.8414004,organization,,,
42627990,95291001,family_relationship,0.8216183,organization,,organization,
42627990,Sonia Fisheries Pvt,family_relationship,0.8353242,organization,,,
Mar de Estrellas Oyj Carriers,Group Co Marine life,membership,0.8281272,company,Country_271835,,
Mar de Estrellas Oyj Carriers,Marvin White,membership,0.80275184,company,Country_271835,person,Country_271835
6d345854-f864-4194-85d2-047e66332dca,Group Co Marine life,membership,0.8378178,location,,,
6d345854-f864-4194-85d2-047e66332dca,Marvin White,membership,0.82612103,location,,person,Country_271835
Christopher Cunningham,Vicki Owen,family_relationship,0.8930037,person,Oceanus,person,Country_271835
Christopher Cunningham,2079436,partnership,0.8418025,person,Oceanus,organization,
Christopher Cunningham,967900443,membership,0.8505863,person,Oceanus,organization,
Christopher Cunningham,47679,membership,0.8974029,person,Oceanus,organization,
Christopher Cunningham,Madison Franklin,family_relationship,0.85907423,person,Oceanus,person,Country_271835
Christopher Cunningham,bottom,ownership,0.8960167,person,Oceanus,vessel,
Christopher Cunningham,Rapido beam,membership,0.972284,person,Oceanus,vessel,
Christopher Cunningham,Mary Montoya,family_relationship,0.87790245,person,Oceanus,person,Country_271835
Christopher Cunningham,dup93,family_relationship,0.83866245,person,Oceanus,,
Christopher Cunningham,Olivia Bailey,family_relationship,0.83366865,person,Oceanus,person,Country_271835
Christopher Cunningham,Irish Sea Seaside GmbH & Co. KG Distribution,family_relationship,0.92829394,person,Oceanus,,
Christopher Cunningham,Alexis Smith,family_relationship,0.9142877,person,Oceanus,person,Country_271835
Christopher Cunningham,425887173,family_relationship,0.8673003,person,Oceanus,organization,
Christopher Cunningham,526269,membership,0.8909478,person,Oceanus,organization,
Christopher Cunningham,26431,family_relationship,0.88805324,person,Oceanus,organization,
Christopher Cunningham,9488645,membership,0.8494586,person,Oceanus,organization,
Christopher Cunningham,44,membership,0.8350277,person,Oceanus,organization,
Christopher Cunningham,41,membership,0.8049385,person,Oceanus,organization,
Christopher Cunningham,2125,ownership,0.9436754,person,Oceanus,organization,
Christopher Cunningham,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,partnership,0.82201946,person,Oceanus,location,
Christopher Cunningham,38111,partnership,0.8651797,person,Oceanus,organization,
Christopher Cunningham,Peter Oliver,family_relationship,0.82870317,person,Oceanus,person,Country_895471
Christopher Cunningham,Estrella de Coral Ltd. Corporation Logistics,partnership,0.85479414,person,Oceanus,,
Christopher Cunningham,Thomas Rivas,family_relationship,0.93600816,person,Oceanus,person,Country_271835
Christopher Cunningham,Holly Taylor,family_relationship,0.93632513,person,Oceanus,person,Country_271835
Christopher Cunningham,expect year,family_relationship,0.8299346,person,Oceanus,event,
Christopher Cunningham,months,family_relationship,0.8731041,person,Oceanus,movement,
Christopher Cunningham,93380783,membership,0.95741296,person,Oceanus,organization,
Christopher Cunningham,Mark Hernandez PhD,family_relationship,0.818447,person,Oceanus,person,Oceanterra
Christopher Cunningham,Derek Burke,family_relationship,0.9313172,person,Oceanus,person,Nalakond
Christopher Cunningham,Znamensk Eel LLC United,membership,0.8141155,person,Oceanus,,
Christopher Cunningham,Jamie Robinson,family_relationship,0.86552423,person,Oceanus,person,Country_950691
Christopher Cunningham,âDesbloqueio pÃ,membership,0.9401142,person,Oceanus,,
Christopher Cunningham,Brian Dennis,family_relationship,0.9430381,person,Oceanus,person,Country_271835
Christopher Cunningham,Frederick Kent,family_relationship,0.8788074,person,Oceanus,person,Country_271835
Christopher Cunningham,858773,membership,0.9110996,person,Oceanus,organization,
Christopher Cunningham,664738735,family_relationship,0.8361653,person,Oceanus,organization,
Christopher Cunningham,07,family_relationship,0.8980715,person,Oceanus,,
Christopher Cunningham,Elizabeth Anderson,family_relationship,0.85126597,person,Oceanus,person,Country_271835
Christopher Cunningham,b8567859-bf54-49fd-8332-5775e19c65af,membership,0.95544225,person,Oceanus,location,
Christopher Cunningham,Faroe Islands Shrimp Shark,partnership,0.8712808,person,Oceanus,company,Rio Isla
Christopher Cunningham,341411,family_relationship,0.8147272,person,Oceanus,organization,
Christopher Cunningham,341411,membership,0.9385049,person,Oceanus,organization,
2028,Michael Hansen,family_relationship,0.9459282,movement,,person,Country_271835
2028,28,partnership,0.8765738,movement,,organization,
2028,2125,ownership,0.9394989,movement,,organization,
2028,DOFâs,membership,0.88832986,movement,,,
2028,75399,family_relationship,0.86355424,movement,,organization,
2028,Sonia Fisheries Pvt,partnership,0.80618554,movement,,,
2028,b8f8208c-0388-484e-a700-b4c265170827,family_relationship,0.8206277,movement,,location,
2028,e631b105-4953-43e1-8d37-a3ab5dd3d860,ownership,0.81899494,movement,,location,
2028,SeaSpray Wave SRL Solutions,family_relationship,0.94167334,movement,,,
2028,SeaSpray Wave SRL Solutions,membership,0.8724779,movement,,,
entire 2036,Sara Fleming,family_relationship,0.8296213,event,,person,Country_167470
Karen Delgado,Timothy Austin,family_relationship,0.8406048,person,Country_271835,person,Country_271835
Karen Delgado,Turkish Mussels Ltd. Liability Co Marine biology,ownership,0.89676887,person,Country_271835,,
Karen Delgado,âinconsistenciesâ,ownership,0.91306627,person,Country_271835,,
Karen Delgado,5007554,ownership,0.8910922,person,Country_271835,organization,
Melissa Norman,f810c631-9f7d-4219-ade0-b44c4c9abf62,ownership,0.8700083,person,Country_615819,location,
Melissa Norman,51,ownership,0.9111618,person,Country_615819,political_organization,
Melissa Norman,57,ownership,0.88837755,person,Country_615819,political_organization,
